id,description,description_cleaned,source,category,confidence,score_demolition,score_earthwork,score_concrete,score_masonry,score_steel,score_carpentry_joinery,score_doors_windows_glazing,score_waterproofing,score_flooring_tiling,score_plaster_painting,score_plumbing_sanitary,score_electrical,score_hvac_fire,score_facade_cladding,score_roofing,score_paving_external,score_utilities_storm_sanitary,score_misc_general_conditions
Nepal_Polytechnic_Civil_p96_l8,b)With FPS bricks of class designation 75,with fps bricks of class designation 75,Nepal_Polytechnic_Civil,masonry,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal_Polytechnic_Civil_p96_l14,22 Extra for depth for manholes:,22 extra for depth for manholes,Nepal_Polytechnic_Civil,utilities_storm_sanitary,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Nepal_Polytechnic_Civil_p96_l15,a) Size 90x80cm with FPS bricks (class I ). Metre 15,size 90x80cm with fps bricks class metre 15,Nepal_Polytechnic_Civil,masonry,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal_Polytechnic_Civil_p96_l16,b) Size 120x90cm with FPS bricks (class I ). Metre 10,size 120x90cm with fps bricks class metre 10,Nepal_Polytechnic_Civil,masonry,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal_Polytechnic_Civil_p96_l17,23Constructing brick masonry circular type manhole 0.91 m internal dia at bottom and,23constructing brick masonry circular type manhole 0.91 meter internal diameter at bottom and,Nepal_Polytechnic_Civil,masonry,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Nepal_Polytechnic_Civil_p96_l18,"0.56m dia at top in cement mortar 1:4 (1 cement :4 coarse sand), in side cement plaster12 mm thick with cement mortar 1:3 (1 cement : 3 coarse sand) finished with a floatingcoat of neat cement, foundation concrete 1:3:6 mix (1 cement : 3 coarse sand : 6graded stone aggregate 40 mm nominal size), and making necessary channel in cementconcrete 1:2:4 (1 cement : 2 coarse sand : 4 graded stone aggregate 20 mm nominalsize) finished with a floating coat of neat cement, all complete as per standard design :",0.56m diameter at top in cement mortar 1 4 1 cement 4 coarse sand in side cement plaster12 millimeter thick with cement mortar 1 3 1 cement 3 coarse sand finished with floatingcoat of neat cement foundation concrete 1 3 6 mix 1 cement 3 coarse sand 6graded stone aggregate 40 millimeter nominal size and making necessary channel in cementconcrete 1 2 4 1 cement 2 coarse sand 4 graded stone aggregate 20 millimeter nominalsize finished with floating coat of neat cement all complete as per standard design,Nepal_Polytechnic_Civil,plaster_painting,1.0,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nepal_Polytechnic_Civil_p96_l20,"560 mm internal diameter conforming to I.S. 12592, total weight of cover and frame tobe not less than 182 kg., fixed in cement concrete 1:2:4 (1 cement : 2 coarse sand : 4graded stone aggregate 20 mm nominal size) including centering, shuttering allcomplete. (Excavation, foot rests and 12mm thick cement plaster at the external surfaceshall be paid for separately) :",560 millimeter internal diameter conforming to i.s. 12592 total weight of cover and frame tobe not less than 182 kilogram. fixed in cement concrete 1 2 4 1 cement 2 coarse sand 4graded stone aggregate 20 millimeter nominal size including centering shuttering allcomplete. excavation foot rests and 12mm thick cement plaster at the external surfaceshall be paid for separately,Nepal_Polytechnic_Civil,concrete,1.0,0.0,0.9090909090909092,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Nepal_Polytechnic_Civil_p96_l21,b)With common burnt clay F .P .S. (non modular) bricks of,with common burnt clay .p .s. non modular bricks of,Nepal_Polytechnic_Civil,masonry,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal_Polytechnic_Civil_p96_l23,24Extra depth for circular type manhole 0.91m internal dia (at bottom) beyond 0.91 m to,24extra depth for circular type manhole 0.91m internal diameter at bottom beyond 0.91 meter to,Nepal_Polytechnic_Civil,utilities_storm_sanitary,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Nepal_Polytechnic_Civil_p97_l2,25Constructing brick masonry circular manhole 1.22 m internal dia at bottom and 0.56 m,25constructing brick masonry circular manhole 1.22 meter internal diameter at bottom and 0.56 meter,Nepal_Polytechnic_Civil,masonry,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Nepal_Polytechnic_Civil_p97_l3,"dia at top in cement mortar 1:4 (1 cement :4 coarse sand) inside cement plaster 12 mmthick with cement mortar 1:3 (1 cement : 3 coarse sand) finished with a floating coat ofneat cement foundation concrete 1:3:6 (1 cement : 3 coarse sand : 6 graded stoneaggregate 40 mm nominal size) and making necessary channel in cement concrete1:2:4 (1 cement : 2 coarse sand : 4 graded stone aggregate 20 mm nominal size)finished with a floating coat of neat cement, all complete as per standard design :",diameter at top in cement mortar 1 4 1 cement 4 coarse sand inside cement plaster 12 mmthick with cement mortar 1 3 1 cement 3 coarse sand finished with floating coat ofneat cement foundation concrete 1 3 6 1 cement 3 coarse sand 6 graded stoneaggregate 40 millimeter nominal size and making necessary channel in cement concrete1 2 4 1 cement 2 coarse sand 4 graded stone aggregate 20 millimeter nominal size finished with floating coat of neat cement all complete as per standard design,Nepal_Polytechnic_Civil,concrete,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nepal_Polytechnic_Civil_p97_l5,"mm internal diameter conforming to I.S. 12592, total weight of cover and frame to be notless than 182 kg. fixed in cement concrete 1:2:4 (1 cement : 2 coarse sand : 4 gradedstone aggregate 20 mm nominal size) including centering, shuttering all complete.(Excavation, foot rests and 12 mm thick cement plaster at the external surface shall bepaid for separately) :",millimeter internal diameter conforming to i.s. 12592 total weight of cover and frame to be notless than 182 kilogram. fixed in cement concrete 1 2 4 1 cement 2 coarse sand 4 gradedstone aggregate 20 millimeter nominal size including centering shuttering all complete. excavation foot rests and 12 millimeter thick cement plaster at the external surface shall bepaid for separately,Nepal_Polytechnic_Civil,concrete,1.0,0.0,0.9090909090909092,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Nepal_Polytechnic_Civil_p97_l6,b)With common burnt clay F .P .S. (non modular) bricks o,with common burnt clay .p .s. non modular bricks,Nepal_Polytechnic_Civil,masonry,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal_Polytechnic_Civil_p97_l9,26Providing M.S. foot rests including fixing in manholes with 20x20x10 cm cement,26providing meter.s. foot rests including fixing in manholes with 20x20x10 centimeter cement,Nepal_Polytechnic_Civil,utilities_storm_sanitary,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Nepal_Polytechnic_Civil_p97_l10,concrete blocks 1:3:6 (1 cement:3 coarse sand :6graded stone aggregate 20 mmnominal size) as per standard design,concrete blocks 1 3 6 1 cement 3 coarse sand 6graded stone aggregate 20 mmnominal size as per standard design,Nepal_Polytechnic_Civil,paving_external,1.0,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nepal_Polytechnic_Civil_p97_l13,27Providing and fixing square mouth SW gully trap grade 'A' complete with CI grating brick,27providing and fixing square mouth sw gully trap grade complete with ci grating brick,Nepal_Polytechnic_Civil,masonry,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Nepal_Polytechnic_Civil_p97_l14,masonry chamber with water tight CI cover with frame of 300x300mm size (inside) theweight of cover to be not less than 4.50 kg and frame to be not less than 2.70 kg as perstandard design.,masonry chamber with water tight ci cover with frame of 300x300mm size inside theweight of cover to be not less than 4.50 kilogram and frame to be not less than 2.70 kilogram as perstandard design.,Nepal_Polytechnic_Civil,masonry,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Nepal_Polytechnic_Civil_p97_l15,a) 100x100mm size P type with FPS 1st Class bricks. Each 80,100x100mm size type with fps 1st class bricks. each 80,Nepal_Polytechnic_Civil,masonry,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal_Polytechnic_Civil_p97_l18,"28Excavating trenches of required width for pipes, cables etc. including excavation for",28excavating trenches of required width for pipes cables etc. including excavation for,Nepal_Polytechnic_Civil,earthwork,0.9090909090909092,0.0,0.9090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
Nepal_Polytechnic_Civil_p97_l21,"a) Pipes, cables etc. exceeding 80mm dia but not exceeding 300mm dia. Metre 2840",pipes cables etc. exceeding 80mm diameter but not exceeding 300mm diameter. metre 2840,Nepal_Polytechnic_Civil,electrical,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
Nepal_Polytechnic_Civil_p97_l22,"b) Pipes, cables etc. exceeding 300mm dia but not exceeding 600mm dia. Metre 30",pipes cables etc. exceeding 300mm diameter but not exceeding 600mm diameter. metre 30,Nepal_Polytechnic_Civil,electrical,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
Nepal_Polytechnic_Civil_p97_l24,2class (light duty) RCC pipes with collars jointed,2class light duty reinforced cement concrete pipes with collars jointed,Nepal_Polytechnic_Civil,concrete,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
Nepal_Polytechnic_Civil_p97_l27,a) 150mm dia RCC pipe Metre 2165,150mm diameter reinforced cement concrete pipe metre 2165,Nepal_Polytechnic_Civil,concrete,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal_Polytechnic_Civil_p97_l28,b) 250mm dia RCC pipe Metre 385SUBHEAD-IV-(A) : DRAINAGE,250mm diameter reinforced cement concrete pipe metre 385subhead iv drainage,Nepal_Polytechnic_Civil,concrete,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal_Polytechnic_Civil_p98_l0,c) 300mm dia RCC pipe Metre 290,300mm diameter reinforced cement concrete pipe metre 290,Nepal_Polytechnic_Civil,concrete,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal_Polytechnic_Civil_p98_l1,d) 450mm dia RCC pipe Metre 30,450mm diameter reinforced cement concrete pipe metre 30,Nepal_Polytechnic_Civil,concrete,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal_Polytechnic_Civil_p98_l2,30Constructing brick masonry manhole in cement mortar 1:4 (1 cement :4 coarse sand),30constructing brick masonry manhole in cement mortar 1 4 1 cement 4 coarse sand,Nepal_Polytechnic_Civil,masonry,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Nepal_Polytechnic_Civil_p98_l12,32 Extra for depth for manholes:,32 extra for depth for manholes,Nepal_Polytechnic_Civil,utilities_storm_sanitary,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Nepal_Polytechnic_Civil_p98_l13,a) Size 90x80cm with FPS bricks (class I ). Metre 8,size 90x80cm with fps bricks class metre 8,Nepal_Polytechnic_Civil,masonry,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal_Polytechnic_Civil_p98_l14,33Constructing brick masonry circular type manhole 0.91 m internal dia at bottom and,33constructing brick masonry circular type manhole 0.91 meter internal diameter at bottom and,Nepal_Polytechnic_Civil,masonry,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Nepal_Polytechnic_Civil_p98_l20,34Extra depth for circular type manhole 0.91m internal dia (at bottom) beyond 0.91 m to,34extra depth for circular type manhole 0.91m internal diameter at bottom beyond 0.91 meter to,Nepal_Polytechnic_Civil,utilities_storm_sanitary,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Nepal_Polytechnic_Civil_p99_l0,35Constructing brick masonry circular manhole 1.22 m internal dia at bottom and 0.56 m,35constructing brick masonry circular manhole 1.22 meter internal diameter at bottom and 0.56 meter,Nepal_Polytechnic_Civil,masonry,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Nepal_Polytechnic_Civil_p99_l7,36Providing M.S. foot rests including fixing in manholes with 20x20x10 cm cement,36providing meter.s. foot rests including fixing in manholes with 20x20x10 centimeter cement,Nepal_Polytechnic_Civil,utilities_storm_sanitary,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Nepal_Polytechnic_Civil_p99_l8,concrete blocks 1:3:6 (1 cement:3 coarse sand :6graded stone aggregate 20 mmnominal size) as per standard design.,concrete blocks 1 3 6 1 cement 3 coarse sand 6graded stone aggregate 20 mmnominal size as per standard design.,Nepal_Polytechnic_Civil,paving_external,1.0,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nepal_Polytechnic_Civil_p99_l11,37Constructing brick mansonry road gully chamber 50x45x60 cm with bricks of 1st class in,37constructing brick mansonry road gully chamber 50x45x60 centimeter with bricks of 1st class in,Nepal_Polytechnic_Civil,masonry,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Nepal_Polytechnic_Civil_p99_l12,cement mortar 1:5 (1 cement : 5 fine sand) including 500x450mm precast R.C.C.horizontal grating with frame complete as per standard design:,cement mortar 1 5 1 cement 5 fine sand including 500x450mm precast r.c.c.horizontal grating with frame complete as per standard design,Nepal_Polytechnic_Civil,doors_windows_glazing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal_Polytechnic_Civil_p99_l13,a) With FPS bricks (1st Class) Each 145,with fps bricks 1st class each 145,Nepal_Polytechnic_Civil,masonry,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal_Polytechnic_Civil_p99_l16,38Providing and laying non pressure NP2class (light duty) RCC pipes with collars jointed,38providing and laying non pressure np2class light duty reinforced cement concrete pipes with collars jointed,Nepal_Polytechnic_Civil,concrete,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
Nepal_Polytechnic_Civil_p99_l19,a) 200mm dia RCC pipe Metre 770,200mm diameter reinforced cement concrete pipe metre 770,Nepal_Polytechnic_Civil,concrete,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal_Polytechnic_Civil_p99_l20,b) 400mm dia RCC pipe Metre 180,400mm diameter reinforced cement concrete pipe metre 180,Nepal_Polytechnic_Civil,concrete,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal_Polytechnic_Civil_p99_l22,39 Rain Water Harvestin gSUBHEAD-IV-(A) : DRAINAGE,39 rain water harvestin gsubhead iv drainage,Nepal_Polytechnic_Civil,plumbing_sanitary,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal_Polytechnic_Civil_p100_l0,39.1Providing all material & constructing brick masonary recharge pit of 4.0m dia x 4.0 m,39.1providing all material constructing brick masonary recharge pit of 4.0m diameter 4.0 meter,Nepal_Polytechnic_Civil,masonry,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal_Polytechnic_Civil_p100_l1,"depth (Eff. depth) with brick work in cement mortar 1:4 ( 1 cement : 4 coarse sand) with100mm dia weep holes at side walls @ 500 mm vertically & horizontally center to center,200 mm thick RCC top slab in cement concrete (1:2:4 ) along with periferial & two nos.of intermediate RCC beams of size 250 x 450mm R/ F of slab 12 mm tor steel at bottomand 10 mm at topwith a spacing of 125 mm c/c, 4 nos 16 mm tor steel bars at bottom &2 nos. 12 mm tor steel bars at top for beams with 8 mm stirrups @ 150 mm c/c, 2 nos.heavy duty SFRC cover of 560 mm dia,poly propelene coated rungs @ 300 mm c/cembeded in CC ( 1 : 2 : 4 ) blocks of 200 x 200 x 200 mm, 150 mm thick PCC in 1: 4 : 8below footing with 150 mm projection, internal & external plaster in CM 1 : 4, necessaryexcavation, backfilling & disposal of surplus earth upto a lead of 50m complete in allrespect including drilling percolation Bore Hole of 300/250 mm dia upto 50 mgeneratingthe softening plant. The brine tank shall have overflow & drain, outlet fitting completeregeneration assembly comprising of power valve, ejector, brine suction valve andall associated pipe work. A density meter for brine shall be included. consumables and each 13",depth eff. depth with brick work in cement mortar 1 4 1 cement 4 coarse sand with100mm diameter weep holes at side walls 500 millimeter vertically horizontally center to center 200 millimeter thick reinforced cement concrete top slab in cement concrete 1 2 4 along with periferial two numberof intermediate reinforced cement concrete beams of size 250 450mm of slab 12 millimeter tor steel at bottomand 10 millimeter at topwith spacing of 125 millimeter 4 nos 16 millimeter tor steel bars at bottom 2 number 12 millimeter tor steel bars at top for beams with 8 millimeter stirrups 150 millimeter 2 numberheavy duty sfrc cover of 560 millimeter diameter poly propelene coated rungs 300 millimeter cembeded in cc 1 2 4 blocks of 200 200 200 millimeter 150 millimeter thick plain cement concrete in 1 4 8below footing with 150 millimeter projection internal external plaster in centimeter 1 4 necessaryexcavation backfilling disposal of surplus earth upto lead of 50m complete in allrespect including drilling percolation bore hole of 300 250 millimeter diameter upto 50 mgeneratingthe softening plant. the brine tank shall have overflow drain outlet fitting completeregeneration assembly comprising of power valve ejector brine suction valve andall associated pipe work. density meter for brine shall be included. consumables and each 13,Nepal_Polytechnic_Civil,earthwork,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9090909090909092,0.7142857142857142,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Nepal_Polytechnic_Civil_p100_l4,40.1Providing and constructing brick masonry desilting chamber of size 200x150xupto300,40.1providing and constructing brick masonry desilting chamber of size 200x150xupto300,Nepal_Polytechnic_Civil,masonry,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Nepal_Polytechnic_Civil_p100_l5,"cms effective depth inside with 75 class designation brick work 345mm/230mm thick incement mortar 1:4 (1cement:4 coarse sand) with weep holes all around , SFRC coverheavy duty 560mm dia and 150 mm thick R.C.C. top slab 1:2:4 mix(1 Cement : 2coarse sand : 4 graded stone aggregate 20mm nominal size) including necessaryexcavation, back filling, disposal of surplus earth as directed, foundation concrete 1:5:10mix (1 cement : 5 fine sand : 10 graded stone aggregate 40mm nominal size) belowmasonry walls with 150mm projection at either side including necessary baffle wallinside(as per std. drawing) , excavation,back filling and disposal of surplus earth upto alead of 200 mtr., poly propelene coated rungs @ 300 mm c/c. each 13",cms effective depth inside with 75 class designation brick work 345mm 230mm thick incement mortar 1 4 1cement 4 coarse sand with weep holes all around sfrc coverheavy duty 560mm diameter and 150 millimeter thick r.c.c. top slab 1 2 4 mix 1 cement 2coarse sand 4 graded stone aggregate 20mm nominal size including necessaryexcavation back filling disposal of surplus earth as directed foundation concrete 1 5 10mix 1 cement 5 fine sand 10 graded stone aggregate 40mm nominal size belowmasonry walls with 150mm projection at either side including necessary baffle wallinside as per std. drawing excavation back filling and disposal of surplus earth upto alead of 200 meter. poly propelene coated rungs 300 millimeter c. each 13,Nepal_Polytechnic_Civil,earthwork,1.0,0.0,1.0,0.7692307692307693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Nepal_Polytechnic_Civil_p100_l8,"41Boring/drilling bore well of required dia for casing / strainer pipe, by suitable method",41boring drilling bore well of required diameter for casing strainer pipe by suitable method,Nepal_Polytechnic_Civil,plumbing_sanitary,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal_Polytechnic_Civil_p100_l12,"42Boring/drilling bore well of required dia for casing / strainer pipe, by suitable method",42boring drilling bore well of required diameter for casing strainer pipe by suitable method,Nepal_Polytechnic_Civil,plumbing_sanitary,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal_Polytechnic_Civil_p101_l1,"PVC medium well casing (CM) pipe of required dia, conforming to IS: 12818, includingrequired hire and labour charges, fittings & accessories etc. all complete, for all depths,as per direction of Engineer-in-charge.100 mm nominal size dia Metre 180",pvc medium well casing centimeter pipe of required diameter conforming to is 12818 includingrequired hire and labour charges fittings accessories etc. all complete for all depths as per direction of engineer in charge.100 millimeter nominal size diameter metre 180,Nepal_Polytechnic_Civil,plumbing_sanitary,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal_Polytechnic_Civil_p101_l3,"PVC medium well screen (RMS) pipes with ribs conforming to IS: 12818, including hireand labour charges, fittings & accessories etc. all complete, for all depths, as perdirection of Engineer-in-charge.100 mm nominal size dia Metre 180",pvc medium well screen rms pipes with ribs conforming to is 12818 including hireand labour charges fittings accessories etc. all complete for all depths as perdirection of engineer in charge.100 millimeter nominal size diameter metre 180,Nepal_Polytechnic_Civil,plumbing_sanitary,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal_Polytechnic_Civil_p101_l9,"of bore well housing/ casing pipe, removable as per requirement, all complete forborewell of:150 mm dia each 2",of bore well housing casing pipe removable as per requirement all complete forborewell of 150 millimeter diameter each 2,Nepal_Polytechnic_Civil,plumbing_sanitary,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal_Polytechnic_Civil_p101_l11,"48Supply, installation testing & commissioning of submersible pumping set suitable to",48supply installation testing commissioning of submersible pumping set suitable to,Nepal_Polytechnic_Civil,misc_general_conditions,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Nepal_Polytechnic_Civil_p101_l12,"operate on 410 volts 3 phase 50 HZ A.C. power supply including water proof joint freecable, motor control panel, 50 mm dia, G.I. pipe (medium class) column with fittings,clamps etc. complete in all respect as per details given below : (For Borewell)",operate on 410 volts 3 phase 50 hz a.c. power supply including water proof joint freecable motor control panel 50 millimeter diameter g.i. pipe medium class column with fittings clamps etc. complete in all respect as per details given below for borewell,Nepal_Polytechnic_Civil,roofing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,0.8333333333333333,0.0,0.0,1.0,0.0,0.0,0.0
Nepal_Polytechnic_Civil_p101_l17,"pumps of closed coupled construction with CI body & cast iron (C.I) impeller connectedto a fully submersible water/oil cooled motor suitable to operate with 380-415 volts 3phase 50 cycles AC power supply with class F insulation and built -in temperatureprotection, pump connector unit with rubber diaphram & bend, vertical discharge pipe,guide pipe, stainless steel chain/rope, water -proof power cable and level controllercomplete in all respects for fixed installation. SUBHEAD-VI-(B) : BORE WELL",pumps of closed coupled construction with ci body cast iron c.i impeller connectedto fully submersible water oil cooled motor suitable to operate with 380 415 volts 3phase 50 cycles asbestos cement power supply with class insulation and built in temperatureprotection pump connector unit with rubber diaphram bend vertical discharge pipe guide pipe stainless steel chain rope water proof power cable and level controllercomplete in all respects for fixed installation. subhead vi bore well,Nepal_Polytechnic_Civil,roofing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,0.8333333333333333,0.0,0.0,1.0,0.0,0.0,0.0
Nepal_Polytechnic_Civil_p102_l5,"mechanical seal cast iron (C.I) volute and bronze impeller connected to a TEFCinduction motor suitable for 400/440 volts, 3 phase, 50 cycles A.C. supply with 150 mmdia pressure gauge with gunmetal isolation cock, vibration eliminating for each pumpincluding necessary structual supports, clamps, bolts, nuts washers and 1:2:4 plaincement concreate (PCC) foundations",mechanical seal cast iron c.i volute and bronze impeller connected to tefcinduction motor suitable for 400 440 volts 3 phase 50 cycles a.c. supply with 150 mmdia pressure gauge with gunmetal isolation cock vibration eliminating for each pumpincluding necessary structual supports clamps bolts nuts washers and 1 2 4 plaincement concreate plain cement concrete foundations,Nepal_Polytechnic_Civil,concrete,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
